"Diện tích","Hướng ban công","Hướng nhà","Mặt tiền","Mức giá","Mức giá internet","Mức giá nước","Mức giá điện","Nội thất","Pháp lý","Số phòng ngủ","Số phòng tắm, vệ sinh","Số tầng","Thời gian dự kiến vào ở","Tiện ích","title","url","Đường vào"
"92 m²","","","4 m","14,2 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","","","","","","Nhà tiện xây mới, DT 4x23m, cạnh Thảo Điền, vài bước ra Metro, KDC an ninh, giá 14.2 tỷ TL","https://batdongsan.com.vn/ban-nha-rieng-duong-so-9-phuong-an-phu/-tien-xay-moi-dt-4x23-ch-thao-dien-vai-buoc-ra-metro-kdc-ninh-gia-15-2-tytl-pr42288136","10 m"
"400 m²","","","16 m","67 tỷ","","","","","Sổ đỏ/ Sổ hồng","76 phòng","76 phòng","","","","Bán Toà CHDV Nguyễn Văn Hưởng, P. Thảo Điền, Q. 2 - 400m2(16x25) Hầm 9 tầng - 76 CHDV - HĐT 5.4 tỷ","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-huong-phuong-thao-dien/ban-toa-chdv-p-q-2-400m2-16x25-ham-9-tang-76-chdv-hdt-5-4-ty-pr42153767",""
"90 m²","","","","2,55 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","1 tầng","","","Nhà 1T1L sổ riêng thổ cư mới tinh Biên Hoà,Trảng Dài, đường nhựa 7m chỉ 2tỷ550","https://batdongsan.com.vn/ban-nha-rieng-duong-768_1-phuong-trang-dai/-1t1l-so-tho-cu-moi-tinh-bien-hoa-nhua-7m-chi-2ty550-pr42928593",""
"16 m²","Bắc","Bắc","","2 triệu/tháng","","","","Đầy đủ tiện nghi, có máy lạnh và máy lọc nước.","","","","","","","Cho thuê phòng trọ có máy lạnh và máy lọc nước đối diện Big C, gần ngã tư Vũng Tàu","https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-binh-duong-5-phuong-long-binh-tan/cho-co-may-lanh-va-may-loc-nuoc-doi-dien-bigc-gan-nga-tu-vung-tau-pr17684693","2 m"
"120 m²","","","","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","","","","","","Cần tiền gấp bán nhanh lô đất Đ. Đinh Tiên Hoàng, Phường 8, Vĩnh Long 120m2 đất full thổ cư, XDTD","https://batdongsan.com.vn/ban-dat-duong-dinh-tien-hoang-phuong-8-4/can-gap-ban-nhanh-lo-d-8-vinh-long-120m2-full-tho-cu-xdtd-pr42915147",""
"151,7 m²","","","","30,95 tỷ","","","","","","","","","","","Bán đất Dương Tơ có hơn 45m2 thổ cư","https://batdongsan.com.vn/ban-dat-xa-duong-to/ban-co-hon-45m2-tho-cu-pr42568161",""
"9.851 m²","","","54 m","15 triệu/m²","","","","","Sổ đỏ/ Sổ hồng","16 phòng","","","","","Bán 9851m2 đất mặt tiền đường ngay ngã 4 Cửa Cạn","https://batdongsan.com.vn/ban-trang-trai-khu-nghi-duong-duong-cua-can-suoi-cai-xa-cua-can/ban-9851m-dat-mat-tien-ngay-nga-4-can-pr39338034",""
"41,5 m²","","","","2 tỷ","","","","Cơ bản.","Hợp đồng mua bán","1 phòng","1 phòng","","","","Cần tiền chủ nhà cắt lỗ sâu giá chỉ 2tỷ căn hộ Sun Bãi Kem Phú Quốc","https://batdongsan.com.vn/ban-condotel-phuong-an-thoi_1-prj-premier-residences-phu-quoc/can-tien-chu-nha-cat-lo-sau-ga-chi-tu-2-3-ty-can-ho-sun-bai-kem-quoc-pr38707475",""
"44,9 m²","","","","4,9 tỷ","","","","4 Sao","Hợp đồng mua bán","1 phòng","1 phòng","","","","Siêu phẩm Condotel Big Room T4B04-35","https://batdongsan.com.vn/ban-condotel-xa-ganh-dau-prj-grand-world-phu-quoc/sieu-pham-big-room-t4b04-35-pr42908192",""
"29,9 m²","","","","Thỏa thuận","","","","","Hợp đồng mua bán.","1 phòng","1 phòng","","","","Siêu phẩm Condotel A6 - 32 tầng 6 view hồ bơi (Khách gửi 1 căn duy nhất)","https://batdongsan.com.vn/ban-condotel-xa-ganh-dau-prj-grand-world-phu-quoc/sieu-pham-t4b-b5-30-view-ho-boi-pr42337804",""
"32 m²","","","","2,65 tỷ","","","","Đầy đủ full nội thất. Đã lắp đầy đủ trang thiết bị như tivi - tủ lạnh - chăn nệm 2 bộ và các đồ gia dụng cần thiết.","Hợp đồng mua bán","","","","","","Chính chủ bán căn hộ studio Hillside tòa H2 full nội thất nhận nhà ngay","https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-an-thoi_1-prj-sun-grand-city-hillside-residence/chinh-chu-ban-studio-toa-h2-full-noi-that-nhan-nha-ngay-pr37676750",""
"68,79 m²","Đông - Nam","Tây - Bắc","","7,5 tỷ","","","","Đầy đủ","Hợp đồng mua bán","1 phòng","1 phòng","","","","Bán căn hộ bãi Kem Phú Quốc, 69m2, Full Nội thất 5 sao, view đẹp, nhỉnh 7.5 tỷ, LH 0934 051 ***","https://batdongsan.com.vn/ban-condotel-phuong-an-thoi_1-prj-kem-beach-resort/ban-can-ho-bai-phu-quoc-69m2-full-noi-that-5-sao-view-dep-nhinh-7-5-ty-lh-pr42919684",""
"63 m²","","Đông - Nam","","Thỏa thuận","","","","","Hợp đồng mua bán","2 phòng","2 phòng","","","","Bán gấp căn studio tòa S1, Hướng Tây Nam view biển, giá chỉ 1,6 tỉ, 0365 729 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-an-thoi_1-prj-sun-grand-city-hillside-residence/toi-chinh-chu-ban-cat-lo-goc-view-bien-cap-treo-tang-8-72m2-gia-4-2-ty-co-thuong-luong-pr38877309",""
"60 m²","","","","Thỏa thuận","","","","Đầy đủ.","Hợp đồng mua bán","2 phòng","2 phòng","","","","Hàng hiếm căn 2PN 2wc 60m2 gồm vat - view nội khu tầng thấp sở hữu lâu dài - 0939 443 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dt-975-phuong-an-thoi_1-prj-meypearl-harmony-phu-quoc/-view-a-hau-truc-dien-bien-ngam-ang-n-bai-truong-tu-su-dung-loan-pr40225236",""
"878 m²","","","14 m","5,8 tỷ","","","","","","","","","","","Chính chủ giảm 1 tỷ chỉ đất mặt tiền 30 - 4 Ea Tam Buôn Mê","https://batdongsan.com.vn/ban-dat-duong-30-4-1-phuong-ea-tam/chinh-chu-giam-1-ty-chi-mat-tien-30-4-eatam-buon-me-pr39200394","36 m"
"12 m²","","","","9,5 triệu/tháng","","","","Đầy đủ","","","","","","","Văn phòng trọn gói quận 1, Citilight 45 Võ Thị Sáu, từ 9.2triệu/tháng, không phát sinh, 0976 312 ***","https://batdongsan.com.vn/cho-thue-van-phong-duong-vo-thi-sau-phuong-da-kao-prj-citilight-tower/cho-tron-goi-toa-q1-45-gia-tu-9-5-trieu-tron-chi-phi-pr42260202",""
"80 m²","","Tây","5 m","1,6 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán đất nền khu nội bộ dự án An Phú Sinh, cách Lê Thánh Tôn 20m, Trung Tâm Quảng Ngãi, 1,6 tỷ, 80m2","https://batdongsan.com.vn/ban-dat-nen-du-an-duong-le-thanh-ton-phuong-nghia-chanh-prj-khu-do-thi-an-phu-sinh/b-noi-bo-cach-thh-20m-trung-tam-qug-ngai-1-6-ty-80m2-pr42506027","10 m"
"108 m²","","Nam","17,5 m","10 triệu/m²","","","","","Sổ đỏ/ Sổ hồng","","","","","","Mở bán đất nền KĐT Phú Mỹ TTTP Quảng Ngãi, sổ sẵn, giá F0","https://batdongsan.com.vn/ban-dat-nen-du-an-duong-pham-van-dong-phuong-nghia-chanh-prj-kdt-phu-my-quang-ngai/mo-ban-tttp-so-san-gia-fo-pr39418518","17,5 m"
"61 m²","","","4,3 m","4,6 tỷ","","","","","","5 phòng","5 phòng","4 tầng","","","Bán nhà đường Thống Nhất, đang cho thuê 20tr/tháng","https://batdongsan.com.vn/ban-nha-rieng-duong-thong-nhat-phuong-16-3/ban-t-dang-cho-thue-20tr-thang-pr42876766","4 m"
"50 m²","","","","2,7 tỷ","","","","Đầy đủ","Hợp đồng mua bán","1 phòng","1 phòng","","","","Bán gấp căn hộ Lavita Charm 1PN1WC 50m2 full nội thất chỉ việc xách vali vào ở giá chỉ 2.7 tỷ","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vanh-dai-2-phuong-truong-tho-2-prj-lavita-charm/ban-gap-1pn1wc-50m2-full-noi-that-chi-viec-xach-vali-vao-o-gia-chi-2ty450-trieu-pr41743791",""
"85 m²","","","","2,45 tỷ","","","","Cơ bản","Đang chờ sổ","2 phòng","2 phòng","","","","CĂN HỘ MỚI NGAY VÕ VĂN KIỆT 85M2 (2PN2WC) GIÁ 2,45 TỈ NHẬN NHÀ Ở NGAY, ĐANG CẤP SỔ HỒNG","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-huynh-ba-chanh-xa-tan-kien-prj-conic-boulevard/-moi-ngay-vo-van-kiet-85m2-2pn2wc-gia-2-45-ti-nhan-nha-o-ngay-dang-c-cap-so-pr42855103",""
"70 m²","","","","6,2 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng.","2 phòng","2 phòng","","","","Bán căn hộ Masteri An Phú, giá tốt nhất thị trường, hỗ trợ vay 70% - LH E Phương 0906 920 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-masteri-an-phu/b-gia-tot-nhat-thi-truong-tro-vay-70-lh-e-0906920998-pr37557832",""
"138 m²","","Nam","5 m","450 triệu","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán đất Gia Lai, 450 triệu, 138m2, hàng hiếm tại giá cực chất","https://batdongsan.com.vn/ban-dat-duong-truong-son-xa-ia-sao-1/ban-yen-the-plei-ku-gia-lai-450-trieu-138m2-hang-hiem-tai-gia-cuc-chat-pr42917430","10 m"
"268 m²","","Đông - Nam","12 m","24 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","ĐẤT MT BÀ HUYỆN THANH QUAN P4 VŨNG TÀU. GIÁ 24 TỶ","https://batdongsan.com.vn/ban-dat-pho-ba-huyen-thanh-quan-phuong-4-21/n-mat-tien-duong-p4-tp-vung-tau-gia-24-ty-pr42835017","13 m"
"216 m²","","","","12,15 triệu/tháng","","","","","","","","","","","Vietsovpetro cho thuê căn tin khu 5 tầng","https://batdongsan.com.vn/cho-thue-sang-nhuong-cua-hang-ki-ot-phuong-7-13/vietsovpetro-cho-can-tin-khu-5-tang-pr41752944",""
"200 m²","","","","6,5 tỷ","","","","","Sổ đỏ/ Sổ hồng","8 phòng","8 phòng","","","","Bán nhà 2 mặt tiền hẻm 2m P.T.Hiển P6, Q8 giá 6,5 tỷ","https://batdongsan.com.vn/ban-nha-rieng-duong-pham-the-hien-phuong-6-10/ban-2-mat-tien-hem-2m-p-t-p6-q8-gia-6-5-ty-pr42925293",""
"375 m²","","","","31 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","5 phòng","","3 tầng","","","Bán biệt thự Hoàng gia view hồ 375m2 + 368m2 sân vườn, 2 sân vườn trước sau, 5PN, Flamingo Đại Lải","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-ngoc-thanh-1-prj-flamingo-dai-lai-resort/ban-view-ho-375m2-368m2-san-vuon-2-san-vuon-truoc-sau-5pn-lai-pr42531882",""
"82 m²","Đông - Nam","Đông - Nam","6 m","6,5 tỷ","","","","","Hợp đồng mua bán","","","","","","Siêu phẩm 2 mặt tiền vị trí vàng tại KĐT VinCom Quảng Trị - sở hữu ngay với vốn tự có chỉ từ 1,5 tỷ","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-hung-vuong-2-phuong-dong-luong-prj-vincom-shophouse-royal-park-quang-tri/sieu-pham-2-mat-tien-vi-vang-tai-kdt-so-huu-ngay-voi-von-tu-co-chi-tu-1-5-ty-pr42864680","40 m"
"95 m²","Tây - Nam","Đông - Bắc","5 m","6,88 tỷ","","","","Không nội thất","Sổ đỏ/ Sổ hồng","","","","","","Hàng hiếm tại KDT Kỳ Đồng Thái Bình Dragon City, 6,88 tỷ, 95 m2 shophouse thương mại","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-ky-dong-xa-phu-xuan-5-prj-thai-binh-dragon-city/hang-hiem-tai-kdt-6-88-ty-95-m2-mai-pr42887539","45 m"
"37,5 m²","","","","12,5 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","5 tầng","","","Bán nhà Văn Quán, nhà 5 tầng siêu mới đẹp liền kề phân lô, vỉa hè, đường 3 ô tô tránh kinh doanh","https://batdongsan.com.vn/ban-nha-rieng-duong-chien-thang-phuong-van-quan/sieu-hiem-5tang-sieu-moi-dep-lien-ke-phan-lo-via-he-3-oto-tranh-kinh-doanh-pr41075594","12 m"
"61 m²","","","","2,39 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","3 phòng","3 tầng","","","Chỉ với 2tỷ390 bạn đã có thể vừa an cư lập nghiệp vừa đầu tư ngay vị trí vàng đường Kỳ Đồng, Quận 3","https://batdongsan.com.vn/ban-nha-rieng-pho-ky-dong-phuong-9-5/chi-voi-2ty390-ban-da-co-the-vua-an-cu-lap-nghiep-vua-dau-tu-ngay-vi-tri-vang-duong-quan-3-pr42871173","6 m"
"86 m²","","","","27,8 tỷ","","","","","Sổ đỏ/ Sổ hồng","6 phòng","7 phòng","5 tầng","","","Mặt tiền Nguyễn Chí Thanh, 4.2x21m, 3 lầu ST tuyến đường thương hiệu vị trí đẹp, giá 27.8 tỷ TL","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-chi-thanh-phuong-9-6/-tien-4-2x21m-3-lau-st-tuyen-thuong-hieu-vi-tri-dep-gia-27-8-ty-tl-pr42807576",""
"72 m²","","","4,3 m","6,9 tỷ","","","","","Sổ đỏ/ Sổ hồng","7 phòng","6 phòng","5 tầng","","","Bán nhà mặt phố đường 475, 6,9 tỷ VND, 72 m2, 7 PN, 6 WC, đầy đủ pháp lý","https://batdongsan.com.vn/ban-nha-mat-pho-duong-475-phuong-phuoc-long-b/ban-475-6-9-ty-vnd-72-m2-7-pn-6-wc-day-du-phap-ly-pr41556112","6 m"
"81 m²","","","","3,5 tỷ","","","","","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","HÀNG HIẾM-CẦN BÁN GẤP CĂN HỘ SÂN VƯỜN KHU TRUNG TÂM , QUẬN 8 - SỔ HỒNG SỠ HỮU LÂU DÀI","https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ta-quang-buu-phuong-6-10-prj-tara-residence/hang-hiem-ban-gap-san-vuon-khu-trung-tam-quan-8-so-ng-so-huu-lau-dai-pr42571946",""
"35 m²","","","3,44 m","4,68 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","2 tầng","","","Bán nhà Tám Danh, Q8. (3.5x10.1) nở hậu, 2lầu, mới đẹp. Ở ngay gần chợ, TTTM Parc Mall, 4.68 tỷ","https://batdongsan.com.vn/ban-nha-rieng-duong-tam-danh-phuong-4-15/-ban-q8-3-5x10-1-no-hau-2lau-moi-dep-o-ngay-gan-cho-tttm-parc-mall-nhinh-4ty-pr42582487","3,5 m"
"51 m²","","","4,2 m","Thỏa thuận","","","","Đầy đủ","Sổ riêng","5 phòng","4 phòng","4 tầng","","","Chủ bán gấp nhà Dương Bá Trạc, P1, Quận 8, cho thuê 10 triệu/tháng, sổ riêng","https://batdongsan.com.vn/ban-nha-rieng-duong-duong-ba-trac-phuong-1-17/chu-n-so-hong-4pn-5wc-51m2-gia-2-ty-250-trieu-p1-quan-8-cach-q1-500m-pr41950627","6 m"
"155 m²","","Đông - Bắc","6 m","28 triệu/m²","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán đất Trại Láng, Đồng Trạng Cổ Đông Sơn Tây 100m2 và 155m2 thổ cư 100% từ 28tr/m2, 0977 514 ***","https://batdongsan.com.vn/ban-dat-duong-21-1-xa-co-dong/ban-trai-lang-trang-son-tay-100m2-va-155m2-tho-cu-100-tu-28tr-m2-pr42925255","5 m"
"25.000 m²","","","","270 triệu/tháng","","","","","","","","","","","Cho thuê kho xưởng giá rẻ. KCN huyện Bến Lức. Tỉnh Long An","https://batdongsan.com.vn/cho-thue-kho-nha-xuong-dat-xa-phuoc-loi/cho-gia-re-kcn-huyen-ben-luc-tinh-long-an-pr42927006",""
"95 m²","Đông - Nam","Tây - Bắc","","8,2 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","","","","BQL The Legend rao bán quỹ căn giá tốt 73m - 6.2tỷ 85m - 7.4tỷ, 106m2 - 8,5 tỷ, 202m - 4 ngủ 16 tỷ.","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-nhan-chinh-prj-the-legend-tower-109-nguyen-tuan/bql-rao-ban-quy-gia-tot-73m-6-2ty-85m-7-4ty-106m2-8-5-ty-202m-4-ngu-16-ty-pr42900269",""
"58 m²","","","","17 triệu/tháng","","","","","","5 phòng","4 phòng","4 tầng","","","Cho thuê nhà riêng phố Lê Trọng Tấn, Hoàng Văn Thái, Thanh Xuân, HN","https://batdongsan.com.vn/cho-thue-nha-rieng-duong-hoang-van-thai-phuong-khuong-trung/cho-pho-le-trong-tan-thanh-xuan-hn-pr42657396",""
"35 m²","","","","7 triệu/tháng","","","","","","2 phòng","2 phòng","3 tầng","","","Cho thuê nhà ngõ 358 Bùi Xương Trạch 35m2 x 3T, giá 7tr/th","https://batdongsan.com.vn/cho-thue-nha-rieng-duong-bui-xuong-trach-phuong-khuong-trung/cho-ngo-ngo-358-suong-35m-x3t-gia-7tr-th-pr42875738",""
"70 m²","Đông - Bắc","Đông - Nam","","1,99 tỷ","","","","Đầy đủ.","Hợp đồng mua bán","3 phòng","2 phòng","","","","Căn góc đẹp thoáng mát 3 phòng ngủ 2 WC đầy đủ nội thất khu vực phát triển nhất Q12 sát Q. Tân Bình","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phan-van-hon-phuong-tan-thoi-nhat-1-prj-topaz-home/-goc-dep-thoang-mat-co-3-phong-ngu-2wc-day-du-noi-that-va-tien-ich-xung-quanh-chi-1-87-ty-pr41659104",""
"64 m²","Tây - Nam","Tây - Nam","4 m","7,7 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","4 tầng","","","Nhà phố xây mới 100% đường Dương Thị Mười, Quận 12","https://batdongsan.com.vn/ban-nha-rieng-duong-duong-thi-muoi-phuong-tan-thoi-hiep/-pho-xay-moi-100-quan-12-pr42877744","8 m"
"116 m²","","","4,5 m","30,5 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","","","6 tầng","","","Bán nhà mới xây 100% hầm 5 lầu MT Bình Thới Quận 11, DT: 4.5 x 24m CN: 116m2 giá chỉ 30.5 tỷ","https://batdongsan.com.vn/ban-nha-mat-pho-duong-binh-thoi-phuong-11-6/ban-moi-xay-100-ham-5-lau-mt-quan-11-dt-4-5-x-24m-cn-116m2-gia-chi-30-5-ty-pr39915389",""
"10.500 m²","","","","460 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Đất tại Phường Phú Thuận, diện tích 10500m2. Giá 460 tỷ","https://batdongsan.com.vn/ban-dat-phuong-phu-thuan-3/-tai-dien-tich-10500m2-gia-460-ty-pr42893955",""
"93 m²","","","","17,4 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","4 tầng","","","Mặt tiền đường số 4 tang đẹp lung linh khu nhà đồng bộ xe hơi kinh doanh giá 17 tỷ nhỉnh","https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-huu-lau-phuong-phu-my-9/-tien-so-4-tang-dep-lung-linh-khu-dong-bo-xe-hoi-kinh-doanh-gia-17-ty-nhinh-pr42910857",""
"260 m²","Đông - Bắc","Đông - Nam","20 m","80 tỷ","","","","","Sổ đỏ/ Sổ hồng","10 phòng","11 phòng","4 tầng","","","SIÊU BIỆT THỰ THẢO ĐIỀN, DT 20 X 18M CN 360M, GÓC 2 MT KHU COMPUOND, BÁN 100 TỶ, VỀ 80 TỶ TL.","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-huong-phuong-thao-dien-prj-thao-dien-pearl/sieu-dt-20-x-18m-cn-260m-goc-2-mt-khu-compuond-ban-100-ty-ve-80-ty-tl-pr42220783","12 m"
"51 m²","","Đông - Nam","","1,8 tỷ","","","","Bàn giao nội thất cơ bản (tặng full thiết bị bếp và vệ sin.","Hợp đồng mua bán","2 phòng","2 phòng","","","","Hot! Chỉ 1 căn 2PN, 2WC giá rẻ bất ngờ. Lh 0934 035 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-hiep-phu-prj-sai-gon-gateway/hot-chi-1-2pn-2wc-gia-re-bat-ngo-lh-pr42797372",""
"80 m²","Đông - Nam","Bắc","5 m","2,3 tỷ","","","","Nội thất đầy đủ loại cao cấp","Sổ đỏ/ Sổ hồng","5 phòng","3 phòng","3 tầng","","","Bán nhà 3 tầng 80m2 xây mới 40/563 đường Điện Biên cạnh Bãi Viên - TP Nam Định (đường ô tô vào nhà)","https://batdongsan.com.vn/ban-nha-rieng-duong-dien-bien-phuong-loc-hoa/ban-50-563-tp-nam-dinh-pr33017515","4 m"
"250 m²","Đông - Bắc","Đông - Bắc","10 m","14 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","22 phòng","22 phòng","2 tầng","","","Bán 22 Phòng Trọ Trục Chính Hẻm 38 Đường 3/2, P.Hưng Lợi, Q.Ninh Kiều, Tp Cần Thơ 14 tỷ","https://batdongsan.com.vn/ban-nha-rieng-duong-3-2-2-phuong-hung-loi/ban-22-phong-tro-truc-chinh-hem-38-3-2-p-q-ninh-kieu-tp-can-tho-14-ty-pr42851834","5 m"
"49,4 m²","","","","Thỏa thuận","","","","","","2 phòng","1 phòng","","","","Chỉ duy nhất 1 căn 1PN + Sun cosmo, view biển, giá chỉ 2, x tỷ (TTN), LH: 0932 509 *** Mai Na SRT","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-thi-ly-phuong-my-an-prj-sun-cosmo-residence/chi-duy-nhat-1-1pn-dn-view-bien-gia-chi-2-x-ty-ttn-lh-mai-na-srt-pr40712472",""
"102 m²","","Đông","6 m","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán lô đất sạch đẹp Khuê Mỹ Đông giá tốt","https://batdongsan.com.vn/ban-dat-duong-khue-my-dong-phuong-khue-my/ban-lo-sach-dep-gia-tot-pr42928886","7,5 m"
"300 m²","","","15 m","60 triệu/tháng","","","","","","","","","","","CHO THUÊ ĐẤT ĐƯỜNG PHAN LIÊN, KHU PHỐ TÂY AN THƯỢNG, ĐÀ NẴNG, DT 15x20M","https://batdongsan.com.vn/cho-thue-kho-nha-xuong-dat-duong-phan-liem-1-phuong-my-an/cho-lien-khu-pho-tay-thuong-da-ng-dt-15x20m-pr42866321","7,5 m"
"45 m²","Đông - Nam","","","3,4 tỷ","","","","","Hợp đồng mua bán","1 phòng","1 phòng","","","","NEWTON DIAMOND ĐÀ NẴNG- CƠ HỘI VÀNG ĐẦU TƯ CĂN HỘ BIỂN- SỞ HỮU LÂU DÀI CHỈ 3.X TỶ","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-truong-sa-phuong-hoa-hai-prj-newtown-diamond-da-nang/newton-co-i-vang-u-tu-bien-so-huu-lau-i-uu-i-khung-pr42919234",""
"150 m²","","Đông - Nam","25 m","450 triệu","","","","","","","","","","","Đất Đẹp KCN Becamex Vsip Bình Định gần Trường Học, Chợ Lô Góc 2 Mặt Tiền Đường 25m Cực Hiếm!","https://batdongsan.com.vn/ban-dat-duong-quoc-lo-19c-xa-canh-vinh/-dep-kcn-becamex-vsip-binh-dinh-gan-truong-hoc-cho-goc-2-mat-tien-25m-cuc-hiem-pr42929052","36 m"
"120 m²","","","6 m","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán gấp MTĐ Cái Sao - Bờ Hồ gần Trường Tiểu học Nguyễn Văn Cưng, An Giang, 120m2, SHR","https://batdongsan.com.vn/ban-dat-duong-cai-sao-phuong-my-thoi/ban-gap-mtd-bo-ho-gan-truong-tieu-hoc-nguyen-van-cung-an-giang-120m2-750tr-shr-pr42881867","4 m"
"46,6 m²","","","3,85 m","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","","","","","","Cập nhật giỏ hàng mới nhất T5/2025 khu đất phân lô Vân Canh diện tích từ 46m2 - 160m2 giá tốt nhất","https://batdongsan.com.vn/ban-dat-xa-van-canh-1/cap-nhat-gio-hang-moi-nhat-t5-2025-khu-phan-lo-dien-tich-tu-46m2-160m2-gia-tot-nhat-pr42908015","30 m"
"97 m²","","Nam","5 m","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán đất 97m2, giá thỏa thuận tại Xã Giao Phong, Giao Thủy, Nam Định","https://batdongsan.com.vn/ban-dat-xa-giao-phong/ban-97m2-gia-thoa-thuan-tai-thuy-nam-dinh-pr42918660","14 m"
"80 m²","","","5 m","1,99 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Đất ngay Quốc lộ 22 Củ Chi 80m2 đường nhựa ô tô sổ sẵn, giá rẻ","https://batdongsan.com.vn/ban-dat-duong-cay-da-xa-tan-phu-trung/-quoc-lo-22-cu-chi-80m2-nhua-o-to-so-san-gia-re-pr42893409","5 m"
"50 m²","Đông - Nam","","","Thỏa thuận","","","","","","1 phòng","1 phòng","","","","Giỏ hàng trực tiếp chủ đầu tư: căn hộ The Privé Q2 dự kiến chỉ từ 99tr/m2, TT 8.6% cho đến nhận nhà","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-song-hanh-phuong-an-phu-prj-the-prive/gio-hang-truc-tiep-chu-dau-tu-quan-2-mo-ban-giai-doan-1-chiet-khau-sieu-t-pr42916102",""
"150 m²","","","","Thỏa thuận","","","","","Hợp đồng mua bán","","","","","","CHÍNH THỨC NHẬN BOOKING BOM TẤN VINHOMES THE GALLERY - GIẢNG VÕ","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-giang-vo-phuong-giang-vo/chinh-thuc-nhan-booking-bom-tan-vinhomes-the-gallery-vo-pr42930239",""
"110 m²","","","","8,5 tỷ","","","","Đầy đủ.","","3 phòng","2 phòng","","","","Bán gấp căn hộ Rivergate, căn góc, 3PN, full NT, nhà đẹp nhất dự án 8.5 tỷ. LH: 0906 378 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ben-van-don-phuong-6-prj-river-gate/ban-gap-rivergate-goc-110m2-3pn-full-nt-nha-dep-nhat-du-an-7-5-ty-lh-0906-378-pr35757974",""
"61 m²","","","","1,6 tỷ","","","","Tặng tủ bếp trên dưới sang trọng.","","2 phòng","2 phòng","","","","Cần bán căn hộ Vision nhà mới tinh giá 1.6 tỷ, 2PN, 2WC nhà đẹp nhận nhà ở ngay 0827 269 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-tran-dai-nghia-phuong-tan-tao-a-prj-vision-binh-tan/-ban-nha-moi-tinh-gia-1-150-ty-nha-dep-nhan-nha-don-tet-ngay-0938-074-562-pr17507826",""
